,acc,loss,val_acc,val_loss,epoch_runtime
0,0.6026637079624877,0.6765618855274919,0.636094683197123,0.6519050354788289,18.795451641082764
1,0.6440991529966785,0.6406426124668898,0.5636094709825233,0.8031385138895385,17.09650468826294
2,0.6648168757894151,0.6341778850868548,0.6390532620207092,0.685098111453141,17.232896089553833
3,0.674435817683753,0.6120940644433223,0.665680480073895,0.6487377164279216,17.0108904838562
4,0.6899741071045862,0.5996814946576131,0.5384615396959542,0.719423404106727,17.28789758682251
5,0.6992230893526525,0.5852481333626406,0.6286982290843535,0.6858855388926332,17.19185757637024
6,0.7018128049139883,0.5743828338360372,0.6375739690820141,0.700732538333306,16.73184108734131
7,0.7210506924513839,0.5517020866114962,0.6420118371410483,0.7249135572529404,16.95029306411743
8,0.7328893800069348,0.5380354460922824,0.6346153918455338,0.7393717199740325,16.934162378311157
9,0.7399186063730139,0.5233271898294527,0.6405325455249414,0.7420555573596052,17.125407457351685
