,acc,loss,val_acc,val_loss,epoch_runtime
0,0.5792951551259177,6.980717182071898,0.662756599988406,1.6910695893324015,14.41006875038147
1,0.6743759220567219,0.9192419775957228,0.6759530875689822,0.7122880847922518,3.437987804412842
2,0.6934654993195191,0.6778585164207369,0.7038123216097656,0.6671250918743548,3.4731709957122803
3,0.7151248158774887,0.6389951195223216,0.6994134886873083,0.6508697114032734,3.466686964035034
4,0.7063142455096812,0.6357795985609774,0.7023460431532427,0.6480800269985478,3.458883762359619
5,0.7235682863583474,0.6186660744151354,0.6935483914666162,0.6573751958584156,3.4504847526550293
6,0.7169603560114397,0.6239935029270716,0.7023460487466404,0.6424140820055763,3.4428672790527344
7,0.7331130692349657,0.6044805638503048,0.7111437014820289,0.6397663003538361,3.426745891571045
8,0.7294419980259194,0.6049279602526219,0.7199413601604026,0.6212109830722081,3.403550624847412
9,0.7272393553792642,0.603622481445734,0.7258064544096021,0.6119890342360018,3.4144508838653564
10,0.743024965039784,0.5928912271093166,0.737536657241083,0.6043198765897332,3.4029078483581543
11,0.7342143930965234,0.5955322925739877,0.7287390057292502,0.6128526464585335,3.393028497695923
12,0.7250367164524292,0.6035018340081371,0.7316715572236919,0.6062685595579511,3.401737689971924
13,0.7466960390058733,0.576096020474833,0.6466275717505962,0.7086025119876582,3.3903439044952393
14,0.7466960340169383,0.5812844315683264,0.6759530788292982,0.693501317780738,3.4132587909698486
15,0.7287077892806911,0.6045145186296118,0.7243401846927632,0.6061219207702144,3.420203924179077
16,0.7540381818615918,0.5732337670529292,0.7346041087181338,0.5862708849466441,3.404669761657715
17,0.7635829636879079,0.5603019417688885,0.7272727272727273,0.5994274432708091,3.4766745567321777
18,0.7474302542279645,0.5745331342831232,0.7346041071449906,0.5928185968454982,3.420201063156128
19,0.7621145405958403,0.5533374091952208,0.739002928531065,0.5857262347450704,3.466273546218872
20,0.7801027886142815,0.540596084797785,0.7668621686896271,0.5603107863332519,3.48918080329895
21,0.7613803209974902,0.5554297119160231,0.7419354901635402,0.5784751580607507,3.3883559703826904
22,0.7856093918611999,0.530308830930623,0.7624633415353613,0.5656085939001827,3.3794775009155273
23,0.7837738576789609,0.537528721596526,0.7639296171951854,0.5543778890913184,3.399770736694336
24,0.777165928951269,0.5383826401659045,0.7390029358723995,0.5819076481452785,3.4137444496154785
