,acc,loss,val_acc,val_loss,epoch_runtime
0,0.5267988248412304,6.988430728033601,0.6055718586941269,1.7238958769879382,11.32018756866455
1,0.49853157320999364,0.949834752494193,0.49999999545536433,0.7504422981018894,3.6938087940216064
2,0.49045521051523094,0.7413074119063026,0.49999999545536433,0.7386058894070712,3.7156434059143066
3,0.49999999645523036,0.7383826529489564,0.49999999545536433,0.7382232389492024,3.689434051513672
4,0.48458149696586766,0.7382383751361555,0.5000000001747937,0.7380760780527444,3.672795534133911
5,0.4948604965087426,0.7380972973750727,0.49999999545536433,0.7384446263313293,3.6978280544281006
6,0.5000000004813885,0.7381157526710835,0.49999999545536433,0.7376459690133148,3.7286839485168457
7,0.49999999724295696,0.7382318519723223,0.49999999545536433,0.7375050178371216,3.662630319595337
8,0.48458149777547554,0.7380077577635055,0.5000000001747937,0.7379674654552314,3.6238012313842773
9,0.5007342109333576,0.7380002962860241,0.49999999545536433,0.7381412691035228,3.6289045810699463
