,acc,loss,val_acc,val_loss,epoch_runtime
0,0.5382072027775402,7.05445389919295,0.654919244994501,1.7489365589601178,13.749508619308472
1,0.5716385048027866,0.9600301949002128,0.5932452289193387,0.7473931864844895,3.4751129150390625
2,0.6142542289951809,0.726947900348512,0.6358296568348194,0.7074326024706669,3.565765380859375
3,0.6476855288306901,0.7013375191982838,0.591776798825257,0.722078853941874,3.5450758934020996
4,0.6704629009081807,0.6754597818299657,0.6108663766569679,0.7242695222692167,3.5251030921936035
5,0.6825863390963889,0.6660081818207146,0.6945668094833867,0.6540755960384654,3.4894142150878906
6,0.7064658354346495,0.64170857018009,0.7195301055908203,0.6313265165568448,3.467576265335083
7,0.7101396088824388,0.6324155767291544,0.7092511007964348,0.6138411084635842,3.535851240158081
8,0.7222630448590124,0.617560350986897,0.7165932447899805,0.6049013461222907,3.4979333877563477
9,0.738795005600738,0.5942960766025714,0.7356828286609286,0.5849614798059898,3.5133321285247803
10,0.7362233677127622,0.5891506479865571,0.7283406759148653,0.6128570712260387,3.541550397872925
11,0.7421013927477235,0.585101349072628,0.7415565408974142,0.5828357933201279,3.4927778244018555
12,0.7417340182277055,0.5867813408681349,0.7312775377660071,0.5990037521601773,3.50156831741333
13,0.7509184396065481,0.5706215615135882,0.7474302504206194,0.5741209312507585,3.5145742893218994
14,0.7553269617440156,0.5743332386323409,0.7386196790462723,0.5869572675088078,3.482591390609741
15,0.762307126324112,0.5572538942120515,0.7503671051822219,0.5751602924517772,3.512213706970215
16,0.7707567957724656,0.5448713021450057,0.743024965564935,0.5902821225566836,3.5324647426605225
17,0.7722263047574286,0.5466771437393051,0.7474302547968782,0.5716290453807198,3.45884108543396
18,0.7648787631172191,0.5461798983842988,0.7591776738432886,0.5698941756975283,3.523458242416382
19,0.7832476080646417,0.529001850008001,0.7562408190816859,0.567363292197649,3.5409340858459473
20,0.7714915522138132,0.5420506767802691,0.7591776869720649,0.5561983683823489,3.451338052749634
21,0.7736958099760438,0.5375362550791881,0.7635829647382101,0.5518097412306131,3.4507851600646973
22,0.7869213801985887,0.5132780537107777,0.7650513921190113,0.5522608361405248,3.4688661098480225
23,0.778471711100593,0.5212301921748134,0.7444933956590168,0.5761748530441094,3.513821601867676
24,0.7847171216918475,0.5173484851865537,0.7591776825958062,0.5560527255706675,3.5262811183929443
