,acc,loss,val_acc,val_loss,epoch_runtime
0,0.618014707832652,6.991445444086018,0.6588235383524614,1.7472952656886156,7.999858379364014
1,0.6827205918071901,0.9368798158624593,0.6588235471178504,0.73611419691759,3.682210922241211
2,0.6794117667219218,0.6934033034040648,0.6705882426570443,0.701962783056147,3.6681132316589355
3,0.6930147082928348,0.6661126633339068,0.6838235346709981,0.6723805052392623,3.681016206741333
4,0.7080882373539841,0.6526075590621022,0.6720588268602595,0.6829341290628209,3.6580123901367188
5,0.7161764746860546,0.6442425625727457,0.6911764714647742,0.6587016214342678,3.6629538536071777
6,0.7308823567102937,0.6214373232248951,0.6911764802301631,0.6462427325108472,3.6751549243927
7,0.7356617654509404,0.6047271126333404,0.7102941239581388,0.6271558342611089,3.671989917755127
8,0.7463235256864744,0.6011379308560315,0.7014705854303697,0.6429938481134527,3.6542136669158936
9,0.7411764689228114,0.6064771760035964,0.698529418777017,0.6202950346119264,3.6612720489501953
